41299;#doc=soc_project.2.txt;;;;;;;;;;;;;;
41848;10;чемпионатах;ЧЕМПИОНАТ;S m inan loc pl;;;х;а;т;а;н;о;S;ЧЕМПИОНАТ;S m inan loc pl
41849;11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41850;12;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
41851;13;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
41852;14;чемпионатах;ЧЕМПИОНАТ;S m inan loc pl;;;х;а;т;а;н;о;S;ЧЕМПИОНАТ;S m inan loc pl
41853;15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41854;16;а именно;а именно;ZERO;;;о;н;н;е;м;и;ZERO;а именно;ZERO
41855;17;матчах;МАТЧ;S m inan loc pl;;;х;а;ч;т;а;м;S;МАТЧ;S m inan loc pl
41856;18;зарубежных;ЗАРУБЕЖНЫЙ;A - gen pl plen - -;;;х;ы;н;ж;е;б;A;ЗАРУБЕЖНЫЙ;A - gen pl plen - -
41857;19;команд;КОМАНДА;S f inan gen pl;;;д;н;а;м;о;к;S;КОМАНДА;S f inan gen pl
41858;20;?;?;SENT;;;;;;;;;SENT;?;SENT
41859;;;;;;;;;;;;;;;
41860;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41861;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41862;3;Был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
41863;4;на;НА;PR;;;а;н;;;;;PR;НА;PR
41864;5;одном;ОДИН;A - loc sg plen m -;;;м;о;н;д;о;;A;ОДИН;A - loc sg plen m -
41865;6;единственном;ЕДИНСТВЕННЫЙ;A - loc sg plen m -;;;м;о;н;н;е;в;A;ЕДИНСТВЕННЫЙ;A - loc sg plen m -
41866;7;матче;МАТЧ;S m inan loc sg;;;е;ч;т;а;м;;S;МАТЧ;S m inan loc sg
41867;8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41868;9;выставочный;ВЫСТАВОЧНЫЙ;A - acc sg plen m inan;;;й;ы;н;ч;о;в;A;ВЫСТАВОЧНЫЙ;A - acc sg plen m inan
41869;10;матч;МАТЧ;S m inan acc sg;;;ч;т;а;м;;;S;МАТЧ;S m inan acc sg
41870;11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41871;12;это;ЭТО;ADVPRO;;;о;т;э;;;;ADVPRO;ЭТО;ADVPRO
41872;13;было;БЫТЬ;V ipf praet sg indic n -;;;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -
41873;14;в;В;PR;;;в;;;;;;PR;В;PR
41874;15;Испании;ИСПАНИЯ;S f inan loc sg;;;и;и;н;а;п;с;S;ИСПАНИЯ;S f inan loc sg
41875;16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41876;17;в;В;PR;;;в;;;;;;PR;В;PR
41877;18;Барселоне;БАРСЕЛОНА;S f inan loc sg;;;е;н;о;л;е;с;S;БАРСЕЛОНА;S f inan loc sg
41878;19;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41879;20;на;НА;PR;;;а;н;;;;;PR;НА;PR
41880;21;стадионе;СТАДИОН;S m inan loc sg;;;е;н;о;и;д;а;S;СТАДИОН;S m inan loc sg
41881;22;Ноу;НОУ;ZERO;СЛИТНО;;у;о;н;;;;ZERO;НОУ;ZERO
41882;23;Камп;КАМП;ZERO;;;п;м;а;к;;;ZERO;КАМП;ZERO
41883;24;.;.;SENT;;;;;;;;;SENT;.;SENT
41884;;;;;;;;;;;;;;;
41885;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
41886;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41887;3;Сильные;СИЛЬНЫЙ;A - nom pl plen - -;;;е;ы;н;ь;л;и;A;СИЛЬНЫЙ;A - nom pl plen - -
41888;4;впечатления;ВПЕЧАТЛЕНИЕ;S n inan nom pl;;;я;и;н;е;л;т;S;ВПЕЧАТЛЕНИЕ;S n inan nom pl
41889;5;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
41890;6;или;ИЛИ;CONJ;;;и;л;и;;;;CONJ;ИЛИ;CONJ
41891;7;все-таки;ВСЕ-ТАКИ;ZERO;;;и;к;а;т;;е;ZERO;ВСЕ-ТАКИ;ZERO
41892;8;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
41893;9;сравнить;СРАВНИТЬ;V pf - - inf - -;;;ь;т;и;н;в;а;V;СРАВНИТЬ;V pf - - inf - -
41894;10;со;СО;PR;;;о;с;;;;;PR;СО;PR
41895;11;Спартаком;СПАРТАК;S m inan ins sg;;;м;о;к;а;т;р;S;СПАРТАК;S m inan ins sg
41896;12;?;?;SENT;;;;;;;;;SENT;?;SENT
41897;;;;;;;;;;;;;;;
41898;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41899;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41900;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
41901;4;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41902;5;первый;ПЕРВЫЙ;A - nom sg plen m -;;;й;ы;в;р;е;п;A;ПЕРВЫЙ;A - nom sg plen m -
41903;6;раз;РАЗ;S m inan acc sg;;;з;а;р;;;;S;РАЗ;S m inan acc sg
41904;7;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
41905;8;на;НА;PR;;;а;н;;;;;PR;НА;PR
41906;9;стадионе;СТАДИОН;S m inan loc sg;;;е;н;о;и;д;а;S;СТАДИОН;S m inan loc sg
41907;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41908;11;конечно;КОНЕЧНО;ADV -;;;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -
41909;12;си;СИ;NONLEX;;;и;с;;;;;NONLEX;СИ;NONLEX
41910;13;…;…;SENT;;;;;;;;;SENT;…;SENT
41911;;;;;;;;;;;;;;;
41912;1;впечатления;ВПЕЧАТЛЕНИЕ;S n inan gen sg;;;я;и;н;е;л;т;S;ВПЕЧАТЛЕНИЕ;S n inan gen sg
41913;2;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
41914;3;сильные;СИЛЬНЫЙ;A - nom pl plen - -;;;е;ы;н;ь;л;и;A;СИЛЬНЫЙ;A - nom pl plen - -
41915;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41916;5;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
41917;6;первый;ПЕРВЫЙ;A - nom sg plen m -;;;й;ы;в;р;е;п;A;ПЕРВЫЙ;A - nom sg plen m -
41918;7;раз;РАЗ;S m inan acc sg;;;з;а;р;;;;S;РАЗ;S m inan acc sg
41919;8;видел;ВИДЕТЬ;V ipf praet sg indic m -;;;л;е;д;и;в;;V;ВИДЕТЬ;V ipf praet sg indic m -
41920;9;живой;ЖИВОЙ;A - nom sg plen m -;;;й;о;в;и;ж;;A;ЖИВОЙ;A - nom sg plen m -
41921;10;состав;СОСТАВ;S m inan nom sg;;;в;а;т;с;о;с;S;СОСТАВ;S m inan nom sg
41922;11;Барселоны;БАРСЕЛОНА;S f inan gen sg;;;ы;н;о;л;е;с;S;БАРСЕЛОНА;S f inan gen sg
41923;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41924;13;первый;ПЕРВЫЙ;A - acc sg plen m inan;;;й;ы;в;р;е;п;A;ПЕРВЫЙ;A - acc sg plen m inan
41925;14;раз;РАЗ;S m inan acc sg;;;з;а;р;;;;S;РАЗ;S m inan acc sg
41926;15;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
41927;16;на;НА;PR;;;а;н;;;;;PR;НА;PR
41928;17;таком;ТАКОЙ;A - loc sg plen m -;;;м;о;к;а;т;;A;ТАКОЙ;A - loc sg plen m -
41929;18;стадионе;СТАДИОН;S m inan loc sg;;;е;н;о;и;д;а;S;СТАДИОН;S m inan loc sg
41930;19;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41931;20;конечно;КОНЕЧНО;PART;;;о;н;ч;е;н;о;PART;КОНЕЧНО;PART
41932;21;сильные;СИЛЬНЫЙ;A - nom pl plen - -;;;е;ы;н;ь;л;и;A;СИЛЬНЫЙ;A - nom pl plen - -
41933;22;впечатления;ВПЕЧАТЛЕНИЕ;S n inan nom pl;;;я;и;н;е;л;т;S;ВПЕЧАТЛЕНИЕ;S n inan nom pl
41934;23;.;.;SENT;;;;;;;;;SENT;.;SENT
41935;;;;;;;;;;;;;;;
41936;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
41937;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41938;3;Ага;АГА;PART;;;а;г;а;;;;PART;АГА;PART
41939;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41940;5;понятно;ПОНЯТНО;ADV -;;;о;н;т;я;н;о;ADV;ПОНЯТНО;ADV -
41941;6;.;.;SENT;;;;;;;;;SENT;.;SENT
41942;;;;;;;;;;;;;;;
41943;1;Ааа;ААА;NONLEX;;;а;а;а;;;;NONLEX;ААА;NONLEX
41944;2;давай;ДАВАТЬ;V ipf - sg imper - 2p;;;й;а;в;а;д;;V;ДАВАТЬ;V ipf - sg imper - 2p
41945;3;вернемся;ВЕРНУТЬСЯ;V pf - pl imper - 1p;;;я;с;м;е;н;р;V;ВЕРНУТЬСЯ;V pf - pl imper - 1p
41946;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41947;5;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -
41948;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41949;7;к;К;PR;;;к;;;;;;PR;К;PR
41950;8;культуризму;КУЛЬТУРИЗМ;S m inan dat sg;;;у;м;з;и;р;у;S;КУЛЬТУРИЗМ;S m inan dat sg
41951;9;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
41952;10;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p
41953;11;ли;ЛИ;PART;;;и;л;;;;;PART;ЛИ;PART
41954;12;какой-то;КАКОЙ-ТО;ADVPRO;;;о;т;;й;о;к;ADVPRO;КАКОЙ-ТО;ADVPRO
41955;13;может;МОЧЬ;V ipf praes sg indic - 3p;;;т;е;ж;о;м;;V;МОЧЬ;V ipf praes sg indic - 3p
41956;14;быть;БЫТЬ;V ipf - - inf - -;;;ь;т;ы;б;;;V;БЫТЬ;V ipf - - inf - -
41957;15;человек;ЧЕЛОВЕК;S m anim nom sg;;;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg
41958;16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41959;17;который;КОТОРЫЙ;A - nom sg plen m -;;;й;ы;р;о;т;о;A;КОТОРЫЙ;A - nom sg plen m -
41960;18;тебя;ТЫ;SPRO sg 2p - acc;;;я;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - acc
41961;19;мотивирует;МОТИВИРОВАТЬ;V ipf praes sg indic - 3p;;;т;е;у;р;и;в;V;МОТИВИРОВАТЬ;V ipf praes sg indic - 3p
41962;20;этим;ЭТОТ;ADVPRO;;;м;и;т;э;;;ADVPRO;ЭТОТ;ADVPRO
41963;21;заниматься;ЗАНИМАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;м;V;ЗАНИМАТЬСЯ;V ipf - - inf - -
41964;22;или;ИЛИ;CONJ;;;и;л;и;;;;CONJ;ИЛИ;CONJ
41965;23;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
41966;24;пример;ПРИМЕР;S m inan nom sg;;;р;е;м;и;р;п;S;ПРИМЕР;S m inan nom sg
41967;25;какой-то;КАКОЙ-ТО;ADVPRO;;;о;т;;й;о;к;ADVPRO;КАКОЙ-ТО;ADVPRO
41968;26;?;?;SENT;;;;;;;;;SENT;?;SENT
41969;;;;;;;;;;;;;;;
41970;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
41971;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
41972;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
41973;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41974;5;культуризм;КУЛЬТУРИЗМ;S f inan nom sg;;;м;з;и;р;у;т;S;КУЛЬТУРИЗМ;S f inan nom sg
41975;6;разные;РАЗНЫЙ;A - acc pl plen - inan;;;е;ы;н;з;а;р;A;РАЗНЫЙ;A - acc pl plen - inan
41976;7;виды;ВИД;S m inan acc pl;;;ы;д;и;в;;;S;ВИД;S m inan acc pl
41977;8;давал;ДАВАТЬ;V ipf praet sg indic m -;;;л;а;в;а;д;;V;ДАВАТЬ;V ipf praet sg indic m -
41978;9;миру;МИР;S m inan dat sg;;;у;р;и;м;;;S;МИР;S m inan dat sg
41979;10;многих;МНОГИE;A - gen pl plen - -;;;х;и;г;о;н;м;A;МНОГИE;A - gen pl plen - -
41980;11;людей;ЧЕЛОВЕК;S m anim gen pl;;;й;е;д;ю;л;;S;ЧЕЛОВЕК;S m anim gen pl
41981;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41982;13;в том числе;в том числе;ZERO;;;е;л;с;и;ч;;ZERO;в том числе;ZERO
41983;14;самый;САМЫЙ;A - nom sg plen m -;;;й;ы;м;а;с;;A;САМЫЙ;A - nom sg plen m -
41984;15;известный;ИЗВЕСТНЫЙ;A - nom sg plen m -;;;й;ы;н;т;с;е;A;ИЗВЕСТНЫЙ;A - nom sg plen m -
41985;16;из;ИЗ;PR;;;з;и;;;;;PR;ИЗ;PR
41986;17;них;ОНИ;SPRO pl - - loc;;;х;и;н;;;;SPRO;ОНИ;SPRO pl - - loc
41987;18;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41988;19;естественно;ЕСТЕСТВЕННО;ADV -;;;о;н;н;е;в;т;ADV;ЕСТЕСТВЕННО;ADV -
41989;20;это;ЭТО;S n - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
41990;21;Арнольд;АРНОЛЬД;persn;;;д;ь;л;о;н;р;persn;АРНОЛЬД;persn
41991;22;Шварцнеггер;ШВАРЦНЕГГЕР;famn;;;р;е;г;г;е;н;famn;ШВАРЦНЕГГЕР;famn
41992;23;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
41993;24;человек;ЧЕЛОВЕК;S m anim gen pl;;;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim gen pl
41994;25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41995;26;проложивший;ПРОЛОЖИТЬ;PARTCP pf praet acc sg plen m act inan;;;й;и;ш;в;и;ж;PARTCP;ПРОЛОЖИТЬ;PARTCP pf praet acc sg plen m act inan
41996;27;собственными;СОБСТВЕННЫЙ;A - ins pl plen - -;;;и;м;ы;н;н;е;A;СОБСТВЕННЫЙ;A - ins pl plen - -
41997;28;руками;РУКА;S f inan ins pl;;;и;м;а;к;у;р;S;РУКА;S f inan ins pl
41998;29;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
41999;30;ногами;НОГА;S f inan ins pl;;;и;м;а;г;о;н;S;НОГА;S f inan ins pl
42000;31;путь;ПУТЬ;S m inan acc sg;;;ь;т;у;п;;;S;ПУТЬ;S m inan acc sg
42001;32;от;ОТ;PR;;;т;о;;;;;PR;ОТ;PR
42002;33;простого;ПРОСТОЙ;A - gen sg plen m -;;;о;г;о;т;с;о;A;ПРОСТОЙ;A - gen sg plen m -
42003;34;австрийского;АВСТРИЙСКИЙ;A - gen sg plen m -;;;о;г;о;к;с;й;A;АВСТРИЙСКИЙ;A - gen sg plen m -
42004;35;мальчика;МАЛЬЧИК;S m anim gen sg;;;а;к;и;ч;ь;л;S;МАЛЬЧИК;S m anim gen sg
42005;36;до;ДО;PR;;;о;д;;;;;PR;ДО;PR
42006;37;всемирно;ВСЕМИРНО;ADV -;;;о;н;р;и;м;е;ADV;ВСЕМИРНО;ADV -
42007;38;известной;ИЗВЕСТНЫЙ;A - loc sg plen f -;;;й;о;н;т;с;е;A;ИЗВЕСТНЫЙ;A - loc sg plen f -
42008;39;кино;КИНО;ZERO;СЛИТНО;;о;н;и;к;;;ZERO;КИНО;ZERO
42009;40;-;-;PUNC;СЛИТНО;;;;;;;;PUNC;-;PUNC
42010;41;звезды;ЗВЕЗДА;ZERO;СЛИТНО;;ы;д;з;е;в;з;S;ЗВЕЗДА;S f inan gen sg
42011;42;.;.;SENT;;;;;;;;;SENT;.;SENT
42012;;;;;;;;;;;;;;;
42013;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42014;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42015;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
42016;4;то есть;то есть;ZERO;;;ь;т;с;е;;о;ZERO;то есть;ZERO
42017;5;получается;ПОЛУЧАТЬСЯ;V ipf praes sg indic - 3p;;;я;с;т;е;а;ч;V;ПОЛУЧАТЬСЯ;V ipf praes sg indic - 3p
42018;6;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
42019;7;тебя;ТЫ;SPRO sg 2p - acc;;;я;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - acc
42020;8;мотивирует;МОТИВИРОВАТЬ;V ipf praes sg indic - 3p;;;т;е;у;р;и;в;V;МОТИВИРОВАТЬ;V ipf praes sg indic - 3p
42021;9;этим;ЭТОТ;A - dat pl plen - -;;;м;и;т;э;;;A;ЭТОТ;A - dat pl plen - -
42022;10;заниматься;ЗАНИМАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;м;V;ЗАНИМАТЬСЯ;V ipf - - inf - -
42023;11;?;?;SENT;;;;;;;;;SENT;?;SENT
42024;;;;;;;;;;;;;;;
42025;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
42026;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42027;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
42028;4;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
42029;5;мотивировал;МОТИВИРОВАТЬ;V ipf praet sg indic m -;;;л;а;в;о;р;и;V;МОТИВИРОВАТЬ;V ipf praet sg indic m -
42030;6;многих;МНОГИЙ;A - loc pl plen - -;;;х;и;г;о;н;м;A;МНОГИЙ;A - loc pl plen - -
42031;7;российских;РОССИЙСКИЙ;A - gen pl plen - -;;;х;и;к;с;й;и;A;РОССИЙСКИЙ;A - gen pl plen - -
42032;8;юношей;ЮНОША;S m anim gen pl;;;й;е;ш;о;н;ю;S;ЮНОША;S m anim gen pl
42033;9;того;ТОТ;A - acc sg plen m anim;;;о;г;о;т;;;A;ТОТ;A - acc sg plen m anim
42034;10;времени;ВРЕМЯ;S n inan gen sg;;;и;н;е;м;е;р;S;ВРЕМЯ;S n inan gen sg
42035;11;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
42036;12;периода;ПЕРИОД;S m inan gen sg;;;а;д;о;и;р;е;S;ПЕРИОД;S m inan gen sg
42037;13;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42038;14;как раз;как раз;-;;;з;а;р;;к;а;-;как раз;-
42039;15;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ
42040;16;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
42041;17;пошел;ПОЙТИ;V pf praet sg indic m -;;;л;е;ш;о;п;;V;ПОЙТИ;V pf praet sg indic m -
42042;18;в;В;PR;;;в;;;;;;PR;В;PR
42043;19;качалку;КАЧАЛКА;S f inan acc sg;;;у;к;л;а;ч;а;S;КАЧАЛКА;S f inan acc sg
42044;20;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42045;21;в том числе;в том числе;-;;;е;л;с;и;ч;;-;в том числе;-
42046;22;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
42047;23;меня;Я;SPRO sg 1p - acc;;;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc
42048;24;.;.;SENT;;;;;;;;;SENT;.;SENT
42049;;;;;;;;;;;;;;;
42050;1;Плакаты;ПЛАКАТ;S m inan nom pl;;;ы;т;а;к;а;л;S;ПЛАКАТ;S m inan nom pl
42051;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42052;3;фотографии;ФОТОГРАФИЯ;S f inan nom pl;;;и;и;ф;а;р;г;S;ФОТОГРАФИЯ;S f inan nom pl
42053;4;висели;ВИСЕТЬ;V ipf praet pl indic - -;;;и;л;е;с;и;в;V;ВИСЕТЬ;V ipf praet pl indic - -
42054;5;на;НА;PR;;;а;н;;;;;PR;НА;PR
42055;6;каждом;КАЖДЫЙ;A - loc sg plen m -;;;м;о;д;ж;а;к;A;КАЖДЫЙ;A - loc sg plen m -
42056;7;углу;УГОЛ;S m inan loc2 sg;;;у;л;г;у;;;S;УГОЛ;S m inan loc2 sg
42057;8;в;В;PR;;;в;;;;;;PR;В;PR
42058;9;Москве;МОСКВА;S f inan loc sg;;;е;в;к;с;о;м;S;МОСКВА;S f inan loc sg
42059;10;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
42060;11;в;В;PR;;;в;;;;;;PR;В;PR
42061;12;каждой;КАЖДЫЙ;A - loc sg plen f -;;;й;о;д;ж;а;к;A;КАЖДЫЙ;A - loc sg plen f -
42062;13;квартире;КВАРТИРА;S f inan loc sg;;;е;р;и;т;р;а;S;КВАРТИРА;S f inan loc sg
42063;14;.;.;SENT;;;;;;;;;SENT;.;SENT
42064;;;;;;;;;;;;;;;
42065;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42066;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42067;3;А;А;PR;;;а;;;;;;PR;А;PR
42068;4;хотел;ХОТЕТЬ;V ipf praet sg indic m -;;;л;е;т;о;х;;V;ХОТЕТЬ;V ipf praet sg indic m -
42069;5;бы;БЫ;PART;;;ы;б;;;;;PART;БЫ;PART
42070;6;ты;ТЫ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom
42071;7;этим;ЭТО;S n - ins sg;;;м;и;т;э;;;S;ЭТО;S n - ins sg
42072;8;заниматься;ЗАНИМАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;м;V;ЗАНИМАТЬСЯ;V ipf - - inf - -
42073;9;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -
42074;10;про;ПРО;NONLEX;;;о;р;п;;;;NONLEX;ПРО;NONLEX
42075;11;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
42076;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42077;13;можно;МОЖНО;ADV -;;;о;н;ж;о;м;;ADV;МОЖНО;ADV -
42078;14;ли;ЛИ;PART;;;и;л;;;;;PART;ЛИ;PART
42079;15;так;ТАК;ADV -;;;к;а;т;;;;ADV;ТАК;ADV -
42080;16;да;ДА;CONJ;;;а;д;;;;;CONJ;ДА;CONJ
42081;17;сказать;СКАЗАТЬ;V pf - - inf - -;;;ь;т;а;з;а;к;V;СКАЗАТЬ;V pf - - inf - -
42082;18;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42083;19;профессионально;ПРОФЕССИОНАЛЬНО;ADV -;;;о;н;ь;л;а;н;ADV;ПРОФЕССИОНАЛЬНО;ADV -
42084;20;этим;ЭТО;S n - ins sg;;;м;и;т;э;;;S;ЭТО;S n - ins sg
42085;21;заниматься;ЗАНИМАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;м;V;ЗАНИМАТЬСЯ;V ipf - - inf - -
42086;22;культуризмом;КУЛЬТУРИЗМ;S m inan ins sg;;;м;о;м;з;и;р;S;КУЛЬТУРИЗМ;S m inan ins sg
42087;23;?;?;SENT;;;;;;;;;SENT;?;SENT
42088;;;;;;;;;;;;;;;
42089;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
42090;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42091;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
42092;4;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ
42093;5;мне;Я;SPRO sg 1p - loc;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc
42094;6;было;БЫТЬ;V ipf praet sg indic n -;;;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -
42095;7;ээ;ЭЭ;NONLEX;;;э;э;;;;;NONLEX;ЭЭ;NONLEX
42096;8;17;17;NUM - - -;;;;;;;;;NUM;17;NUM - - -
42097;9;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
42098;10;18;18;NUM - - -;;;;;;;;;NUM;18;NUM - - -
42099;11;лет;ГОД;S m inan gen pl;;;т;е;л;;;;S;ГОД;S m inan gen pl
42100;12;каждый;КАЖДЫЙ;A - nom sg plen m -;;;й;ы;д;ж;а;к;A;КАЖДЫЙ;A - nom sg plen m -
42101;13;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
42102;14;.;.;SENT;;;;;;;;;SENT;.;SENT
42103;;;;;;;;;;;;;;;
42104;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42105;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42106;3;Угу;УГУ;INTJ;;;у;г;у;;;;INTJ;УГУ;INTJ
42107;4;.;.;SENT;;;;;;;;;SENT;.;SENT
42108;;;;;;;;;;;;;;;
42109;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
42110;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42111;3;профессионалом;ПРОФЕССИОНАЛ;S m anim ins sg;;;м;о;л;а;н;о;S;ПРОФЕССИОНАЛ;S m anim ins sg
42112;4;.;.;SENT;;;;;;;;;SENT;.;SENT
42113;;;;;;;;;;;;;;;
42114;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42115;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42116;3;Угу;УГУ;INTJ;;;у;г;у;;;;INTJ;УГУ;INTJ
42117;4;.;.;SENT;;;;;;;;;SENT;.;SENT
42118;;;;;;;;;;;;;;;
42119;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
42120;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42121;3;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
